SampleID,SampleType,SampleSource,Host_SampleName,CollectionDate,Latitude,Longitude,Elevation,DNAExtractionProtocol,ExtractorName,SampleDescription,Project_Name,Set_ID,FireTreatment,BurnYear,Year_,Month_,Day_,ObjectID_1,InOrOut,Lat,Lon,BurnDate,ELEVATION_AVG,SLOPE_AVG,SLOPE_MAX,ASPECT_DOM,CANOPY_2001,POP_DEN_2000,POP_2000,SOIL_DOM,GEOLOGY_DOM,PRECIP_1,PRECIP_2,PRECIP_3,PRECIP_4,PRECIP_5,PRECIP_6,PRECIP_7,PRECIP_8,PRECIP_9,PRECIP_10,PRECIP_11,PRECIP_12,TMEAN_1,TMEAN_2,TMEAN_3,TMEAN_4,TMEAN_5,TMEAN_6,TMEAN_7,TMEAN_8,TMEAN_9,TMEAN_10,TMEAN_11,TMEAN_12,TMIN_1,TMIN_2,TMIN_3,TMIN_4,TMIN_5,TMIN_6,TMIN_7,TMIN_8,TMIN_9,TMIN_10,TMIN_11,TMIN_12,TMAX_1,TMAX_2,TMAX_3,TMAX_4,TMAX_5,TMAX_6,TMAX_7,TMAX_8,TMAX_9,TMAX_10,TMAX_11,TMAX_12,ANNUAL_MEAN_TEMP,ANNUAL_PRECIP,ISOTHERMALITY,MAX_TEMP_WARMEST_MONTH,MEAN_DIURNAL_RANGE,MEAN_TEMP_COLDEST_QUARTER,MEAN_TEMP_DRIEST_QUARTER,MEAN_TEMP_WARMEST_QUARTER,MEAN_TEMP_WETTEST_QUARTER,MIN_TEMP_COLDEST_MONTH,PRECIP_COLDEST_QUARTER,PRECIP_DRIEST_MONTH,PRECIP_DRIEST_QUARTER,PRECIP_SEASONALITY,PRECIP_WARMEST_QUARTER,PRECIP_WETTEST_MONTH,PRECIP_WETTEST_QUARTER,TEMP_ANNUAL_RANGE,TEMP_SEASONALITY,Soil_Description,to_keep,ID
FS-74W,Environmental,Soil,Burn_2000,2018-11-04,40.34851,-111.54983,1655,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_74W,Forest_Fire_Recovery,Set_7,Burn,2000,2000,7,26,1459,in,40.348496,-111.549795,2000-07-26,166849,17.5042343139648,38.765022277832,3,28.91,1,0,674417,43,62,59,56,50,46,30,25,30,41,52,59,61,-4.5,-1.8,2.2,6.9,11.8,16.7,21.1,20.1,15,9.1,1.9,-3.5,-10.7,-8.6,-4.8,-0.8,3.1,7.1,11,10.1,5.3,0.3,-4.6,-9.3,1.7,5.1,9.2,14.7,20.6,26.4,31.2,30.1,24.8,17.9,8.5,2.3,-4.5,576,38,-1.8,161,2.2,6.9,11.8,16.7,21.1,183,26,86,26,86,63,183,20.1,15,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1459_in
FS-77N,Environmental,Soil,NonBurn_2003,2018-10-24,40.42167,-111.53309,1937,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_77N,Forest_Fire_Recovery,Set_8,NonBurn,2003,2003,9,23,874,out,40.421916,-111.53317,2003-09-23,194683,12.7048654556274,19.9986000061035,2,68.03,0,0,674417,26,66,61,56,50,47,31,27,32,41,51,59,62,-5,-2.6,1.2,5.8,10.8,15.7,19.8,18.9,13.9,8.2,1.1,-4.1,-11.4,-9.5,-5.7,-1.9,2,6,9.7,8.9,4.2,-0.5,-5.5,-10.2,1.4,4.3,8.2,13.5,19.6,25.4,30,28.9,23.7,17,7.8,2.1,-5,584,39,-2.6,163,1.2,5.8,10.8,15.7,19.8,189,27,90,26,90,66,189,18.9,13.9,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_out
FS-77E,Environmental,Soil,NonBurn_2003,2018-10-24,40.42167,-111.53309,1937,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_77E,Forest_Fire_Recovery,Set_8,NonBurn,2003,2003,9,23,874,out,40.421916,-111.53317,2003-09-23,194683,12.7048654556274,19.9986000061035,2,68.03,0,0,674417,26,66,61,56,50,47,31,27,32,41,51,59,62,-5,-2.6,1.2,5.8,10.8,15.7,19.8,18.9,13.9,8.2,1.1,-4.1,-11.4,-9.5,-5.7,-1.9,2,6,9.7,8.9,4.2,-0.5,-5.5,-10.2,1.4,4.3,8.2,13.5,19.6,25.4,30,28.9,23.7,17,7.8,2.1,-5,584,39,-2.6,163,1.2,5.8,10.8,15.7,19.8,189,27,90,26,90,66,189,18.9,13.9,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_out
FS-77W,Environmental,Soil,NonBurn_2003,2018-10-24,40.42167,-111.53309,1937,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_77W,Forest_Fire_Recovery,Set_8,NonBurn,2003,2003,9,23,874,out,40.421916,-111.53317,2003-09-23,194683,12.7048654556274,19.9986000061035,2,68.03,0,0,674417,26,66,61,56,50,47,31,27,32,41,51,59,62,-5,-2.6,1.2,5.8,10.8,15.7,19.8,18.9,13.9,8.2,1.1,-4.1,-11.4,-9.5,-5.7,-1.9,2,6,9.7,8.9,4.2,-0.5,-5.5,-10.2,1.4,4.3,8.2,13.5,19.6,25.4,30,28.9,23.7,17,7.8,2.1,-5,584,39,-2.6,163,1.2,5.8,10.8,15.7,19.8,189,27,90,26,90,66,189,18.9,13.9,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_out
FS-78E,Environmental,Soil,Burn_2003,2018-10-24,40.42356,-111.53493,1922,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_78E,Forest_Fire_Recovery,Set_8,Burn,2003,2003,9,23,874,in,40.423623,-111.534926,2003-09-23,193683,14.0483236312866,23.6306571960449,2,40.85,0,0,674417,26,66,62,58,51,48,31,27,32,41,51,59,62,-5,-2.7,1,5.6,10.5,15.5,19.6,18.8,13.8,8.1,1,-4.1,-11.4,-9.5,-5.9,-2,1.9,5.9,9.6,8.9,4.2,-0.5,-5.6,-10.2,1.4,4.2,7.9,13.2,19.3,25.1,29.7,28.7,23.5,16.7,7.6,2,-5,587,39,-2.7,162,1,5.6,10.5,15.5,19.6,190,27,90,26,90,66,190,18.8,13.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_in
FS-81N,Environmental,Soil,Burn_2000,2018-10-03,40.633,-111.18538,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_81N,Forest_Fire_Recovery,Set_9,Burn,2000,2000,6,18,1452,in,40.633002,-111.185424,2000-06-18,216193,5.03178834915161,9.03526401519775,3,2.24,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,495,39,-4.4,157,-1.3,3.4,8.3,13.2,17.6,142,29,92,16,92,48,142,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_in
FS-81W,Environmental,Soil,Burn_2000,2018-10-03,40.633,-111.18538,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_81W,Forest_Fire_Recovery,Set_9,Burn,2000,2000,6,18,1452,in,40.633002,-111.185424,2000-06-18,216193,5.03178834915161,9.03526401519775,3,2.24,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,495,39,-4.4,157,-1.3,3.4,8.3,13.2,17.6,142,29,92,16,92,48,142,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_in
FS-81E,Environmental,Soil,Burn_2000,2018-10-03,40.633,-111.18538,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_81E,Forest_Fire_Recovery,Set_9,Burn,2000,2000,6,18,1452,in,40.633002,-111.185424,2000-06-18,216193,5.03178834915161,9.03526401519775,3,2.24,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,495,39,-4.4,157,-1.3,3.4,8.3,13.2,17.6,142,29,92,16,92,48,142,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_in
FS-82N,Environmental,Soil,NonBurn_2000,2018-10-03,40.63437,-111.18636,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_82N,Forest_Fire_Recovery,Set_9,NonBurn,2000,2000,6,18,1452,out,40.634394,-111.186356,2000-06-18,218140,8.14802265167236,11.043173789978,3,12.82,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,519,39,-4.4,154,-1.3,3.4,8.3,13.2,17.6,151,30,95,17,95,51,151,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_out
FS-82W,Environmental,Soil,NonBurn_2000,2018-10-03,40.63437,-111.18636,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_82W,Forest_Fire_Recovery,Set_9,NonBurn,2000,2000,6,18,1452,out,40.634394,-111.186356,2000-06-18,218140,8.14802265167236,11.043173789978,3,12.82,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,519,39,-4.4,154,-1.3,3.4,8.3,13.2,17.6,151,30,95,17,95,51,151,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_out
FS-82E,Environmental,Soil,NonBurn_2000,2018-10-03,40.63437,-111.18636,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_82E,Forest_Fire_Recovery,Set_9,NonBurn,2000,2000,6,18,1452,out,40.634394,-111.186356,2000-06-18,218140,8.14802265167236,11.043173789978,3,12.82,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,519,39,-4.4,154,-1.3,3.4,8.3,13.2,17.6,151,30,95,17,95,51,151,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_out
FS-115E,Environmental,Soil,Burn_2006,2018-07-14,41.48998,-111.99606,1483,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_115E,Forest_Fire_Recovery,Set_10,Burn,2006,2006,8,23,704,in,41.489965,-111.996076,2006-08-23,148606,18.2032928466797,23.955530166626,1,52.24,0,0,674339,37,52,49,54,57,56,38,21,25,38,46,51,53,-5.1,-2.5,2,6.8,11.9,16.9,21.6,20.6,15.1,8.8,1.8,-3.8,-10.4,-8.3,-3.9,0.2,4.5,8.7,12.6,11.7,6.5,1,-3.9,-8.9,0.3,3.4,7.9,13.5,19.3,25.2,30.6,29.5,23.7,16.7,7.6,1.3,-5.1,540,34,-2.5,141,2,6.8,11.9,16.9,21.6,154,21,84,25,84,57,167,20.6,15.1,Nielsen-Dranyon-Dra (s2168),yes,704_in
FS-115N,Environmental,Soil,Burn_2006,2018-07-14,41.48998,-111.99606,1483,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_115N,Forest_Fire_Recovery,Set_10,Burn,2006,2006,8,23,704,in,41.489965,-111.996076,2006-08-23,148606,18.2032928466797,23.955530166626,1,52.24,0,0,674339,37,52,49,54,57,56,38,21,25,38,46,51,53,-5.1,-2.5,2,6.8,11.9,16.9,21.6,20.6,15.1,8.8,1.8,-3.8,-10.4,-8.3,-3.9,0.2,4.5,8.7,12.6,11.7,6.5,1,-3.9,-8.9,0.3,3.4,7.9,13.5,19.3,25.2,30.6,29.5,23.7,16.7,7.6,1.3,-5.1,540,34,-2.5,141,2,6.8,11.9,16.9,21.6,154,21,84,25,84,57,167,20.6,15.1,Nielsen-Dranyon-Dra (s2168),yes,704_in
FS-115W,Environmental,Soil,Burn_2006,2018-07-14,41.48998,-111.99606,1483,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_115W,Forest_Fire_Recovery,Set_10,Burn,2006,2006,8,23,704,in,41.489965,-111.996076,2006-08-23,148606,18.2032928466797,23.955530166626,1,52.24,0,0,674339,37,52,49,54,57,56,38,21,25,38,46,51,53,-5.1,-2.5,2,6.8,11.9,16.9,21.6,20.6,15.1,8.8,1.8,-3.8,-10.4,-8.3,-3.9,0.2,4.5,8.7,12.6,11.7,6.5,1,-3.9,-8.9,0.3,3.4,7.9,13.5,19.3,25.2,30.6,29.5,23.7,16.7,7.6,1.3,-5.1,540,34,-2.5,141,2,6.8,11.9,16.9,21.6,154,21,84,25,84,57,167,20.6,15.1,Nielsen-Dranyon-Dra (s2168),yes,704_in
FS-116E,Environmental,Soil,NonBurn_2006,2018-07-14,41.49117,-111.99463,1483,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_116E,Forest_Fire_Recovery,Set_10,NonBurn,2006,2006,8,23,704,out,41.491142,-111.994484,2006-08-23,149258,21.6930732727051,26.1550464630127,1,51.71,0,0,674339,37,52,49,54,57,56,38,21,25,38,46,51,53,-5.2,-2.6,1.8,6.6,11.7,16.7,21.4,20.4,14.9,8.7,1.7,-3.9,-10.5,-8.5,-4.1,0,4.3,8.5,12.4,11.5,6.3,0.9,-4.1,-9.1,0.3,3.3,7.7,13.3,19.1,25,30.4,29.3,23.6,16.6,7.5,1.2,-5.2,540,34,-2.6,141,1.8,6.6,11.7,16.7,21.4,154,21,84,25,84,57,167,20.4,14.9,Nielsen-Dranyon-Dra (s2168),yes,704_out
FS-116N,Environmental,Soil,NonBurn_2006,2018-07-14,41.49117,-111.99463,1483,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_116N,Forest_Fire_Recovery,Set_10,NonBurn,2006,2006,8,23,704,out,41.491142,-111.994484,2006-08-23,149258,21.6930732727051,26.1550464630127,1,51.71,0,0,674339,37,52,49,54,57,56,38,21,25,38,46,51,53,-5.2,-2.6,1.8,6.6,11.7,16.7,21.4,20.4,14.9,8.7,1.7,-3.9,-10.5,-8.5,-4.1,0,4.3,8.5,12.4,11.5,6.3,0.9,-4.1,-9.1,0.3,3.3,7.7,13.3,19.1,25,30.4,29.3,23.6,16.6,7.5,1.2,-5.2,540,34,-2.6,141,1.8,6.6,11.7,16.7,21.4,154,21,84,25,84,57,167,20.4,14.9,Nielsen-Dranyon-Dra (s2168),yes,704_out
FS-116W,Environmental,Soil,NonBurn_2006,2018-07-14,41.49117,-111.99463,1483,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_116W,Forest_Fire_Recovery,Set_10,NonBurn,2006,2006,8,23,704,out,41.491142,-111.994484,2006-08-23,149258,21.6930732727051,26.1550464630127,1,51.71,0,0,674339,37,52,49,54,57,56,38,21,25,38,46,51,53,-5.2,-2.6,1.8,6.6,11.7,16.7,21.4,20.4,14.9,8.7,1.7,-3.9,-10.5,-8.5,-4.1,0,4.3,8.5,12.4,11.5,6.3,0.9,-4.1,-9.1,0.3,3.3,7.7,13.3,19.1,25,30.4,29.3,23.6,16.6,7.5,1.2,-5.2,540,34,-2.6,141,1.8,6.6,11.7,16.7,21.4,154,21,84,25,84,57,167,20.4,14.9,Nielsen-Dranyon-Dra (s2168),yes,704_out
FS-119E,Environmental,Soil,NonBurn_2015,2018-07-13,41.60682,-111.60818,1643,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_119E,Forest_Fire_Recovery,Set_11,NonBurn,2015,2015,9,25,1628,out,41.606838,-111.608181,2015-09-25,165933,13.74596118927,30.7330360412598,3,25.74,0,0,674339,118,42,38,42,48,45,35,21,26,36,40,42,43,-6.9,-4.9,-0.6,4.5,9.2,13.7,17.9,16.9,11.9,6.3,-0.4,-5.9,-13.9,-12.2,-7.4,-2.8,0.8,4.2,7.3,6.4,1.7,-3.2,-7.5,-12.7,0.1,2.5,6.3,11.9,17.7,23.3,28.5,27.5,22.2,15.8,6.7,1,-6.9,464,39,-4.9,168,-0.6,4.5,9.2,13.7,17.9,125,20,80,21,80,49,139,16.9,11.9,Nielsen-Dranyon-Dra (s2168),yes,1628_out
FS-119W,Environmental,Soil,NonBurn_2015,2018-07-13,41.60682,-111.60818,1643,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_119W,Forest_Fire_Recovery,Set_11,NonBurn,2015,2015,9,25,1628,out,41.606838,-111.608181,2015-09-25,165933,13.74596118927,30.7330360412598,3,25.74,0,0,674339,118,42,38,42,48,45,35,21,26,36,40,42,43,-6.9,-4.9,-0.6,4.5,9.2,13.7,17.9,16.9,11.9,6.3,-0.4,-5.9,-13.9,-12.2,-7.4,-2.8,0.8,4.2,7.3,6.4,1.7,-3.2,-7.5,-12.7,0.1,2.5,6.3,11.9,17.7,23.3,28.5,27.5,22.2,15.8,6.7,1,-6.9,464,39,-4.9,168,-0.6,4.5,9.2,13.7,17.9,125,20,80,21,80,49,139,16.9,11.9,Nielsen-Dranyon-Dra (s2168),yes,1628_out
FS-119N,Environmental,Soil,NonBurn_2015,2018-07-13,41.60682,-111.60818,1643,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_119N,Forest_Fire_Recovery,Set_11,NonBurn,2015,2015,9,25,1628,out,41.606838,-111.608181,2015-09-25,165933,13.74596118927,30.7330360412598,3,25.74,0,0,674339,118,42,38,42,48,45,35,21,26,36,40,42,43,-6.9,-4.9,-0.6,4.5,9.2,13.7,17.9,16.9,11.9,6.3,-0.4,-5.9,-13.9,-12.2,-7.4,-2.8,0.8,4.2,7.3,6.4,1.7,-3.2,-7.5,-12.7,0.1,2.5,6.3,11.9,17.7,23.3,28.5,27.5,22.2,15.8,6.7,1,-6.9,464,39,-4.9,168,-0.6,4.5,9.2,13.7,17.9,125,20,80,21,80,49,139,16.9,11.9,Nielsen-Dranyon-Dra (s2168),yes,1628_out
FS-120E,Environmental,Soil,Burn_2015,2018-07-13,41.60692,-111.60789,1644,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_120E,Forest_Fire_Recovery,Set_11,Burn,2015,2015,9,25,1628,in,41.606945,-111.607953,2015-09-25,165933,13.74596118927,30.7330360412598,3,25.74,0,0,674339,118,42,38,42,48,45,35,21,26,36,40,42,43,-6.9,-4.9,-0.6,4.5,9.2,13.7,17.9,16.9,11.9,6.3,-0.4,-5.9,-13.9,-12.2,-7.4,-2.8,0.8,4.2,7.3,6.4,1.7,-3.2,-7.5,-12.7,0.1,2.5,6.3,11.9,17.7,23.3,28.5,27.5,22.2,15.8,6.7,1,-6.9,464,39,-4.9,168,-0.6,4.5,9.2,13.7,17.9,125,20,80,21,80,49,139,16.9,11.9,Nielsen-Dranyon-Dra (s2168),yes,1628_in
FS-120W,Environmental,Soil,Burn_2015,2018-07-13,41.60692,-111.60789,1644,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_120W,Forest_Fire_Recovery,Set_11,Burn,2015,2015,9,25,1628,in,41.606945,-111.607953,2015-09-25,165933,13.74596118927,30.7330360412598,3,25.74,0,0,674339,118,42,38,42,48,45,35,21,26,36,40,42,43,-6.9,-4.9,-0.6,4.5,9.2,13.7,17.9,16.9,11.9,6.3,-0.4,-5.9,-13.9,-12.2,-7.4,-2.8,0.8,4.2,7.3,6.4,1.7,-3.2,-7.5,-12.7,0.1,2.5,6.3,11.9,17.7,23.3,28.5,27.5,22.2,15.8,6.7,1,-6.9,464,39,-4.9,168,-0.6,4.5,9.2,13.7,17.9,125,20,80,21,80,49,139,16.9,11.9,Nielsen-Dranyon-Dra (s2168),yes,1628_in
FS-120N,Environmental,Soil,Burn_2015,2018-07-13,41.60692,-111.60789,1644,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_120N,Forest_Fire_Recovery,Set_11,Burn,2015,2015,9,25,1628,in,41.606945,-111.607953,2015-09-25,165933,13.74596118927,30.7330360412598,3,25.74,0,0,674339,118,42,38,42,48,45,35,21,26,36,40,42,43,-6.9,-4.9,-0.6,4.5,9.2,13.7,17.9,16.9,11.9,6.3,-0.4,-5.9,-13.9,-12.2,-7.4,-2.8,0.8,4.2,7.3,6.4,1.7,-3.2,-7.5,-12.7,0.1,2.5,6.3,11.9,17.7,23.3,28.5,27.5,22.2,15.8,6.7,1,-6.9,464,39,-4.9,168,-0.6,4.5,9.2,13.7,17.9,125,20,80,21,80,49,139,16.9,11.9,Nielsen-Dranyon-Dra (s2168),yes,1628_in
